Q86IC9 	 PGEN_.00g000010
Q66J05 	 PGEN_.00g016010
Q6AZD1 	 PGEN_.00g016020
Q4KLU2 	 PGEN_.00g016030
Q99816 	 PGEN_.00g016040
Q17QR8 	 PGEN_.00g016060
P27473 	 PGEN_.00g016130
Q9H0D6 	 PGEN_.00g016170
P23441 	 PGEN_.00g016260
Q95NI4 	 PGEN_.00g016270
Q03141 	 PGEN_.00g016290
P49816 	 PGEN_.00g016300
Q7SXM7 	 PGEN_.00g016330
Q54CS8 	 PGEN_.00g016340
Q5U508 	 PGEN_.00g016360
P55862 	 PGEN_.00g016410
P33300 	 PGEN_.00g016440
P38287 	 PGEN_.00g016450
P80322 	 PGEN_.00g016480
P79881 	 PGEN_.00g016490
Q9ULB1 	 PGEN_.00g016500
Q63374 	 PGEN_.00g016530
Q5VT25 	 PGEN_.00g016570
O54874 	 PGEN_.00g016580
P0DP23 	 PGEN_.00g016590
Q96BY7 	 PGEN_.00g016620
Q28997 	 PGEN_.00g016630
A0N0X6 	 PGEN_.00g016640
P35858 	 PGEN_.00g016650
Q2TAZ0 	 PGEN_.00g016670
Q9ES74 	 PGEN_.00g016690
Q6AZT2 	 PGEN_.00g016700
Q75J93 	 PGEN_.00g016740
Q8IWY9 	 PGEN_.00g016750
P61011 	 PGEN_.00g016760
Q9Y597 	 PGEN_.00g016770
Q92673 	 PGEN_.00g016800
A2ARS0 	 PGEN_.00g016820
Q8MKI8 	 PGEN_.00g016830
Q91917 	 PGEN_.00g016840
P33611 	 PGEN_.00g016850
P10981 	 PGEN_.00g016870
P02576 	 PGEN_.00g016880
A4IIN5 	 PGEN_.00g016910
S3D9F1 	 PGEN_.00g016930
Q9Y661 	 PGEN_.00g016950
Q6PB93 	 PGEN_.00g017000
P06212 	 PGEN_.00g017010
Q2YDI5 	 PGEN_.00g017020
Q5RDQ2 	 PGEN_.00g017050
Q8C547 	 PGEN_.00g017060
Q9JHS1 	 PGEN_.00g017110
Q3U1U7 	 PGEN_.00g017130
Q98SW2 	 PGEN_.00g017160
E1BLZ4 	 PGEN_.00g017170
P51955 	 PGEN_.00g017180
A0A1B0GWB2 	 PGEN_.00g017200
P56597 	 PGEN_.00g017260
P41894 	 PGEN_.00g017350
Q9H0R1 	 PGEN_.00g017370
Q90481 	 PGEN_.00g017500
Q58EM4 	 PGEN_.00g017530
Q93015 	 PGEN_.00g017540
Q4KMJ1 	 PGEN_.00g017550
Q5VWW1 	 PGEN_.00g017560
Q86Z23 	 PGEN_.00g017580
P86881 	 PGEN_.00g017590
Q96JK4 	 PGEN_.00g017600
Q9CYL5 	 PGEN_.00g017610
Q9Z2E9 	 PGEN_.00g017630
Q6PCL9 	 PGEN_.00g017640
Q640Z9 	 PGEN_.00g017690
Q91YV9 	 PGEN_.00g017700
Q12955 	 PGEN_.00g017720
P56873 	 PGEN_.00g017730
M9NDE3 	 PGEN_.00g017750
Q70LM4 	 PGEN_.00g017790
Q86U28 	 PGEN_.00g017810
Q8BIG4 	 PGEN_.00g017820
Q16975 	 PGEN_.00g017830
Q16975 	 PGEN_.00g017840
Q9C0G6 	 PGEN_.00g017860
P28647 	 PGEN_.00g017870
Q62758 	 PGEN_.00g017880
Q9C0G6 	 PGEN_.00g017890
Q9C0G6 	 PGEN_.00g017900
Q8IYT3 	 PGEN_.00g017920
Q6P2K6 	 PGEN_.00g017930
Q6GM07 	 PGEN_.00g017970
Q9H477 	 PGEN_.00g017980
Q9YIB9 	 PGEN_.00g017990
B2RY56 	 PGEN_.00g018000
Q9BQT8 	 PGEN_.00g018010
O35680 	 PGEN_.00g018020
Q866F4 	 PGEN_.00g018060
Q96FW1 	 PGEN_.00g018070
G5EFX6 	 PGEN_.00g018080
P35447 	 PGEN_.00g018100
O42406 	 PGEN_.00g018130
Q0VAA2 	 PGEN_.00g018140
Q5TZE1 	 PGEN_.00g018160
Q17QR8 	 PGEN_.00g018300
Q6R653 	 PGEN_.00g018320
Q96BD0 	 PGEN_.00g018330
Q6ZQN7 	 PGEN_.00g018340
F1RAX8 	 PGEN_.00g018380
Q66KE9 	 PGEN_.00g018390
Q9JLJ5 	 PGEN_.00g018400
Q07981 	 PGEN_.00g018420
A6NE01 	 PGEN_.00g018440
Q2KJ93 	 PGEN_.00g018450
E3VWI4 	 PGEN_.00g018460
Q8K1J6 	 PGEN_.00g018480
P47990 	 PGEN_.00g018500
Q6AZN8 	 PGEN_.00g018510
P41224 	 PGEN_.00g018530
Q6P158 	 PGEN_.00g018540
Q922B1 	 PGEN_.00g018550
Q5XII0 	 PGEN_.00g018570
Q8TD19 	 PGEN_.00g018590
Q91233 	 PGEN_.00g018680
P29176 	 PGEN_.00g018690
O75582 	 PGEN_.00g018750
Q5HWE7 	 PGEN_.00g018770
A1A4Q2 	 PGEN_.00g018780
C4YDI6 	 PGEN_.00g018790
A8I1Q0 	 PGEN_.00g018800
Q803I8 	 PGEN_.00g018820
Q86TW2 	 PGEN_.00g018850
Q1JQE0 	 PGEN_.00g018860
Q9P2K8 	 PGEN_.00g018870
Q8JZQ5 	 PGEN_.00g018910
Q9WTQ1 	 PGEN_.00g018970
Q8CGQ8 	 PGEN_.00g019010
Q5DRC7 	 PGEN_.00g019030
Q9Y394 	 PGEN_.00g019050
Q9BZJ0 	 PGEN_.00g019070
Q8IWZ3 	 PGEN_.00g019080
Q9UJA2 	 PGEN_.00g019090
Q5RAL9 	 PGEN_.00g019100
P27008 	 PGEN_.00g019150
Q562E7 	 PGEN_.00g019180
Q2PFW9 	 PGEN_.00g019200
Q2YDE4 	 PGEN_.00g019210
Q91ZN5 	 PGEN_.00g019220
B8A5G9 	 PGEN_.00g019250
Q3B7H2 	 PGEN_.00g019280
A8PU71 	 PGEN_.00g019290
Q9Y224 	 PGEN_.00g019300
Q6BWX4 	 PGEN_.00g019320
Q4I963 	 PGEN_.00g019330
P23913 	 PGEN_.00g019340
Q6NXP6 	 PGEN_.00g019350
Q16U25 	 PGEN_.00g019360
P20241 	 PGEN_.00g019380
D3Z0R2 	 PGEN_.00g019390
Q92797 	 PGEN_.00g019400
Q8N2E2 	 PGEN_.00g019430
P98170 	 PGEN_.00g019440
Q9DGJ3 	 PGEN_.00g019450
Q6DHF9 	 PGEN_.00g019490
Q9Y3Q0 	 PGEN_.00g019520
B5DFC9 	 PGEN_.00g019530
Q07954 	 PGEN_.00g019550
Q6NRW5 	 PGEN_.00g019570
Q6DEL2 	 PGEN_.00g019610
Q0P5I0 	 PGEN_.00g019620
P00489 	 PGEN_.00g019630
Q03701 	 PGEN_.00g019640
Q9D6N5 	 PGEN_.00g019670
Q8CEQ0 	 PGEN_.00g019680
Q924I2 	 PGEN_.00g019700
Q575S8 	 PGEN_.00g019710
P12694 	 PGEN_.00g019720
Q9UIU6 	 PGEN_.00g019730
Q96S38 	 PGEN_.00g019740
P36404 	 PGEN_.00g019760
P25788 	 PGEN_.00g019780
A0LMC0 	 PGEN_.00g019790
P15330 	 PGEN_.00g019830
Q96NE9 	 PGEN_.00g019850
Q6INL2 	 PGEN_.00g019860
F4KD71 	 PGEN_.00g019870
P10072 	 PGEN_.00g019910
Q3UJK4 	 PGEN_.00g019950
A0JPI9 	 PGEN_.00g019970
Q8WPJ2 	 PGEN_.00g019980
O43704 	 PGEN_.00g019990
P0DMN0 	 PGEN_.00g020000
Q3T0Y3 	 PGEN_.00g020040
Q8C5K5 	 PGEN_.00g020050
Q56R14 	 PGEN_.00g020070
A0JPI9 	 PGEN_.00g020090
Q9U1M8 	 PGEN_.00g020100
Q5VUA4 	 PGEN_.00g020110
Q4R6D9 	 PGEN_.00g020140
A8TX70 	 PGEN_.00g020160
Q15751 	 PGEN_.00g020190
Q6ZU80 	 PGEN_.00g020200
Q8VC31 	 PGEN_.00g020220
Q4R2Y2 	 PGEN_.00g020270
Q2KJ93 	 PGEN_.00g020280
Q17031 	 PGEN_.00g020290
P34727 	 PGEN_.00g020300
P91924 	 PGEN_.00g020310
P34727 	 PGEN_.00g020320
P41696 	 PGEN_.00g020330
Q54KD0 	 PGEN_.00g020340
Q497V5 	 PGEN_.00g020370
Q75WS4 	 PGEN_.00g020380
A0PK84 	 PGEN_.00g020390
Q4KML2 	 PGEN_.00g020400
Q9UPU9 	 PGEN_.00g020410
O97763 	 PGEN_.00g020420
P58283 	 PGEN_.00g020440
A0A1B0GUU1 	 PGEN_.00g020540
Q8BRK9 	 PGEN_.00g020640
Q9QZB7 	 PGEN_.00g020650
Q8K3A2 	 PGEN_.00g020670
Q6ZFH6 	 PGEN_.00g020680
Q14103 	 PGEN_.00g020700
Q13686 	 PGEN_.00g020710
Q5BJI6 	 PGEN_.00g020720
Q9D7K5 	 PGEN_.00g020730
A0JPI9 	 PGEN_.00g020740
P46023 	 PGEN_.00g020750
P87061 	 PGEN_.00g020770
Q9H321 	 PGEN_.00g020780
P48596 	 PGEN_.00g020830
P22288 	 PGEN_.00g020850
P46507 	 PGEN_.00g020860
Q9VCA2 	 PGEN_.00g021000
Q9R141 	 PGEN_.00g021020
Q3UES3 	 PGEN_.00g021100
Q5SVZ6 	 PGEN_.00g021160
P46825 	 PGEN_.00g021170
Q07205 	 PGEN_.00g021180
Q5REP9 	 PGEN_.00g021200
Q8K386 	 PGEN_.00g021210
Q8R5L3 	 PGEN_.00g021230
Q96JC1 	 PGEN_.00g021240
Q9UQ07 	 PGEN_.00g021260
Q9UQ07 	 PGEN_.00g021270
Q9NU02 	 PGEN_.00g021330
Q6INV3 	 PGEN_.00g021340
Q9BSD7 	 PGEN_.00g021350
Q91994 	 PGEN_.00g021370
Q3TLR7 	 PGEN_.00g021420
P80315 	 PGEN_.00g021430
Q9BX95 	 PGEN_.00g021440
Q6PB66 	 PGEN_.00g021460
D3Z5L6 	 PGEN_.00g021470
Q9Y2R4 	 PGEN_.00g021510
Q9Y2R4 	 PGEN_.00g021520
Q9NVP4 	 PGEN_.00g021530
Q6PRD1 	 PGEN_.00g021540
P16395 	 PGEN_.00g021580
Q8VDM6 	 PGEN_.00g021600
Q5E9B8 	 PGEN_.00g021610
Q9BYD3 	 PGEN_.00g021620
Q9UK22 	 PGEN_.00g021630
Q4R642 	 PGEN_.00g021670
Q9BWH6 	 PGEN_.00g021680
P59046 	 PGEN_.00g021690
A0JN53 	 PGEN_.00g021710
Q792Q4 	 PGEN_.00g021720
O44252 	 PGEN_.00g021730
F1LQ48 	 PGEN_.00g021790
Q9CQ46 	 PGEN_.00g021800
P60984 	 PGEN_.00g021810
Q5TYV4 	 PGEN_.00g021820
Q8CGC7 	 PGEN_.00g021830
Q868Z9 	 PGEN_.00g021840
O15442 	 PGEN_.00g021850
P62200 	 PGEN_.00g021860
P13868 	 PGEN_.00g021870
Q948R0 	 PGEN_.00g021890
Q58ED9 	 PGEN_.00g021900
E1BB03 	 PGEN_.00g021920
Q8K4B0 	 PGEN_.00g021940
Q5ZL91 	 PGEN_.00g021950
Q5REJ1 	 PGEN_.00g021960
P19439 	 PGEN_.00g021970
Q7XBS0 	 PGEN_.00g021980
F4KD71 	 PGEN_.00g021990
Q9YH85 	 PGEN_.00g022010
Q99N01 	 PGEN_.00g022020
Q8K078 	 PGEN_.00g022030
Q9U1H8 	 PGEN_.00g022070
O88874 	 PGEN_.00g022130
Q9JHG0 	 PGEN_.00g022140
Q8R4P9 	 PGEN_.00g022170
Q6GNV7 	 PGEN_.00g022180
P22897 	 PGEN_.00g022230
P53440 	 PGEN_.00g022290
Q9D6P8 	 PGEN_.00g022300
P02599 	 PGEN_.00g022310
P35622 	 PGEN_.00g022320
Q0IQB6 	 PGEN_.00g022330
Q12729 	 PGEN_.00g022340
A2AKK5 	 PGEN_.00g022360
A2AKK5 	 PGEN_.00g022370
Q9P2K9 	 PGEN_.00g022380
Q7TQC7 	 PGEN_.00g022390
D3ZTX0 	 PGEN_.00g022400
Q5CAZ6 	 PGEN_.00g022410
Q00963 	 PGEN_.00g022420
Q9MYP6 	 PGEN_.00g022450
Q9MYP6 	 PGEN_.00g022460
Q9MYP6 	 PGEN_.00g022470
Q6PEM8 	 PGEN_.00g022560
Q5F4B8 	 PGEN_.00g022570
Q5F4B8 	 PGEN_.00g022580
Q5F4B8 	 PGEN_.00g022590
Q95NI4 	 PGEN_.00g022600
Q9U6D3 	 PGEN_.00g022610
P62203 	 PGEN_.00g022620
P02597 	 PGEN_.00g022630
P48637 	 PGEN_.00g022650
Q80XN0 	 PGEN_.00g022660
P51658 	 PGEN_.00g022670
Q8IWV8 	 PGEN_.00g022690
Q0V9S9 	 PGEN_.00g022750
Q52KG5 	 PGEN_.00g022770
Q9H2Y7 	 PGEN_.00g022810
P36975 	 PGEN_.00g022820
Q49B93 	 PGEN_.00g022840
Q86UA1 	 PGEN_.00g022870
Q7TN88 	 PGEN_.00g022880
Q502K2 	 PGEN_.00g022920
Q0VCA5 	 PGEN_.00g022930
Q3T906 	 PGEN_.00g022940
A0A1B0GWB2 	 PGEN_.00g023000
Q6LD29 	 PGEN_.00g023020
Q8TD10 	 PGEN_.00g023040
Q9UPN9 	 PGEN_.00g023060
Q8BK64 	 PGEN_.00g023070
O54926 	 PGEN_.00g023080
Q9Y4F5 	 PGEN_.00g023100
B8JK76 	 PGEN_.00g023110
Q6GMI0 	 PGEN_.00g023130
A6QQ14 	 PGEN_.00g023140
G5ECD6 	 PGEN_.00g023160
Q9Z2H2 	 PGEN_.00g023190
P49803 	 PGEN_.00g023200
V5NAL9 	 PGEN_.00g023230
Q86V25 	 PGEN_.00g023240
P51910 	 PGEN_.00g023250
V5NAL9 	 PGEN_.00g023260
A6H7I3 	 PGEN_.00g023270
Q8R1B8 	 PGEN_.00g023280
A2AJ88 	 PGEN_.00g023320
A0A1B0GWB2 	 PGEN_.00g023340
Q5RGJ8 	 PGEN_.00g023370
P83425 	 PGEN_.00g023380
Q9NZ56 	 PGEN_.00g023400
Q9H772 	 PGEN_.00g023430
Q9EQT3 	 PGEN_.00g023460
Q91ZX7 	 PGEN_.00g023480
P46023 	 PGEN_.00g023490
Q03650 	 PGEN_.00g023580
Q567G6 	 PGEN_.00g023590
Q5F480 	 PGEN_.00g023610
Q6DRC5 	 PGEN_.00g023620
A0JPQ7 	 PGEN_.00g023640
Q3T0C9 	 PGEN_.00g023650
D2IYS2 	 PGEN_.00g023670
Q90751 	 PGEN_.00g023690
P9WI28 	 PGEN_.00g023710
Q69Z37 	 PGEN_.00g023720
P25067 	 PGEN_.00g023740
P90648 	 PGEN_.00g023750
Q0D2D2 	 PGEN_.00g023770
Q16667 	 PGEN_.00g023780
Q5SVZ6 	 PGEN_.00g023790
Q9WV82 	 PGEN_.00g023820
P98087 	 PGEN_.00g023840
Q70CQ2 	 PGEN_.00g023910
Q9UPN9 	 PGEN_.00g023930
P10079 	 PGEN_.00g023940
Q9TXQ1 	 PGEN_.00g023950
Q05974 	 PGEN_.00g023990
P22125 	 PGEN_.00g024000
O46606 	 PGEN_.00g024020
A1L2P2 	 PGEN_.00g024030
A5D6U8 	 PGEN_.00g024050
Q8N357 	 PGEN_.00g024120
Q5R613 	 PGEN_.00g024130
A4IFW2 	 PGEN_.00g024150
E9PVB3 	 PGEN_.00g024170
Q07553 	 PGEN_.00g024220
A3KMW7 	 PGEN_.00g024250
Q8IYD8 	 PGEN_.00g024270
Q6A198 	 PGEN_.00g024300
Q8NBP0 	 PGEN_.00g024350
O42282 	 PGEN_.00g024360
A7MB54 	 PGEN_.00g024370
P49750 	 PGEN_.00g024380
Q2VL58 	 PGEN_.00g024390
Q29RY8 	 PGEN_.00g024420
P31748 	 PGEN_.00g024430
Q6P9U1 	 PGEN_.00g024440
Q2KIU7 	 PGEN_.00g024450
Q4G3D9 	 PGEN_.00g024460
A0JPP8 	 PGEN_.00g024470
P0C6B8 	 PGEN_.00g024490
Q28653 	 PGEN_.00g024500
Q6PA06 	 PGEN_.00g024510
Q9P203 	 PGEN_.00g024520
Q28D01 	 PGEN_.00g024540
Q91WL8 	 PGEN_.00g024560
Q8WZ60 	 PGEN_.00g024570
Q8TAM2 	 PGEN_.00g024580
Q9VZI3 	 PGEN_.00g024590
Q6P286 	 PGEN_.00g024600
Q86X10 	 PGEN_.00g024610
Q4R6I5 	 PGEN_.00g024620
P17081 	 PGEN_.00g024630
Q60864 	 PGEN_.00g024660
P29119 	 PGEN_.00g024690
D3Z7H8 	 PGEN_.00g024700
Q5R7Y0 	 PGEN_.00g024720
P29119 	 PGEN_.00g024730
Q91X17 	 PGEN_.00g024740
Q68EK7 	 PGEN_.00g024760
Q13395 	 PGEN_.00g024820
Q9BXW4 	 PGEN_.00g024860
Q1G7G9 	 PGEN_.00g024870
Q8K3X4 	 PGEN_.00g024890
Q9WVJ3 	 PGEN_.00g024910
P08953 	 PGEN_.00g024930
Q17QK3 	 PGEN_.00g024950
Q6BK42 	 PGEN_.00g024960
Q96KE9 	 PGEN_.00g024990
Q8VHS2 	 PGEN_.00g025030
Q0KK59 	 PGEN_.00g025040
Q0KK59 	 PGEN_.00g025050
Q6GLJ1 	 PGEN_.00g025060
Q9JJL8 	 PGEN_.00g025070
Q91981 	 PGEN_.00g025080
Q8NDI1 	 PGEN_.00g025100
Q9UC07 	 PGEN_.00g025110
Q1RM35 	 PGEN_.00g025170
Q9QZH4 	 PGEN_.00g025290
P52432 	 PGEN_.00g025330
Q91048 	 PGEN_.00g025350
Q8BKG3 	 PGEN_.00g025380
Q9VNJ5 	 PGEN_.00g025410
O42282 	 PGEN_.00g025430
Q3SZE9 	 PGEN_.00g025450
Q9VR91 	 PGEN_.00g025460
Q967D7 	 PGEN_.00g025490
Q6ZWR6 	 PGEN_.00g025500
Q8NF91 	 PGEN_.00g025510
Q8NF91 	 PGEN_.00g025530
Q9H3P7 	 PGEN_.00g025550
Q8BMP6 	 PGEN_.00g025560
Q13114 	 PGEN_.00g025590
Q3V6T2 	 PGEN_.00g025600
Q9US38 	 PGEN_.00g025610
Q95M12 	 PGEN_.00g025650
Q3TUU5 	 PGEN_.00g025660
Q56P03 	 PGEN_.00g025670
Q568K5 	 PGEN_.00g025680
Q9QW07 	 PGEN_.00g025690
Q9QW07 	 PGEN_.00g025710
Q9QW07 	 PGEN_.00g025730
Q9BPU9 	 PGEN_.00g025760
Q5BKM6 	 PGEN_.00g025770
Q8R4A1 	 PGEN_.00g025780
O60478 	 PGEN_.00g025790
Q7ZWG6 	 PGEN_.00g025850
A0JMD4 	 PGEN_.00g025860
A3KGS3 	 PGEN_.00g025870
Q8N5M4 	 PGEN_.00g025880
Q9UBQ5 	 PGEN_.00g025890
Q8N8S7 	 PGEN_.00g025930
Q5U3G6 	 PGEN_.00g025990
Q24817 	 PGEN_.00g026030
Q53G44 	 PGEN_.00g026080
P27473 	 PGEN_.00g026110
Q8MV48 	 PGEN_.00g026170
P29119 	 PGEN_.00g026180
Q15643 	 PGEN_.00g026190
O77237 	 PGEN_.00g026200
Q8WV16 	 PGEN_.00g026220
B3EWZ3 	 PGEN_.00g026230
Q96RW7 	 PGEN_.00g026240
Q0V9M0 	 PGEN_.00g026250
Q7VRQ7 	 PGEN_.00g026260
Q16706 	 PGEN_.00g026300
P62866 	 PGEN_.00g026310
Q2HJ46 	 PGEN_.00g026320
Q9CWT6 	 PGEN_.00g026360
A1A4M4 	 PGEN_.00g026370
F1MKX4 	 PGEN_.00g026380
Q5UE96 	 PGEN_.00g026460
Q55E31 	 PGEN_.00g026480
F4J0A8 	 PGEN_.00g026500
P35442 	 PGEN_.00g026520
O45782 	 PGEN_.00g026570
P0C862 	 PGEN_.00g026600
C0JB50 	 PGEN_.00g026610
C0JB51 	 PGEN_.00g026630
Q9ESN4 	 PGEN_.00g026640
F8WLE0 	 PGEN_.00g026650
Q5VWZ2 	 PGEN_.00g026660
Q8CHB8 	 PGEN_.00g026670
Q6EEF3 	 PGEN_.00g026680
Q69YW2 	 PGEN_.00g026690
Q8AXZ4 	 PGEN_.00g026700
D4AR77 	 PGEN_.00g026770
A4IF87 	 PGEN_.00g026780
P84339 	 PGEN_.00g026790
P41041 	 PGEN_.00g026800
P05419 	 PGEN_.00g026810
Q9GRJ1 	 PGEN_.00g026820
Q95SX7 	 PGEN_.00g026860
Q91ZY8 	 PGEN_.00g026920
Q8CDR2 	 PGEN_.00g026930
Q8VEB2 	 PGEN_.00g026940
Q86IV5 	 PGEN_.00g026970
Q0VFR9 	 PGEN_.00g026980
Q5HZQ9 	 PGEN_.00g026990
Q10471 	 PGEN_.00g027000
P35846 	 PGEN_.00g027030
Q9W0K7 	 PGEN_.00g027060
Q8NHU2 	 PGEN_.00g027070
D0E8I5 	 PGEN_.00g027080
O00470 	 PGEN_.00g027120
P79937 	 PGEN_.00g027140
Q9H501 	 PGEN_.00g027150
Q505D1 	 PGEN_.00g027170
P54252 	 PGEN_.00g027180
Q4JIM4 	 PGEN_.00g027220
Q9CZR2 	 PGEN_.00g027230
Q5ZKA2 	 PGEN_.00g027260
O14686 	 PGEN_.00g027270
Q32M78 	 PGEN_.00g027280
Q05481 	 PGEN_.00g027290
Q10AZ7 	 PGEN_.00g027300
Q6ZRR7 	 PGEN_.00g027330
Q9Y276 	 PGEN_.00g027340
Q7ZUS1 	 PGEN_.00g027350
A7Z026 	 PGEN_.00g027360
Q6NUP7 	 PGEN_.00g027370
Q6NUP7 	 PGEN_.00g027380
P47173 	 PGEN_.00g027410
Q8VEH8 	 PGEN_.00g027430
Q28EW0 	 PGEN_.00g027440
Q9QZQ0 	 PGEN_.00g027450
O60290 	 PGEN_.00g027480
Q08C93 	 PGEN_.00g027590
Q1LWJ6 	 PGEN_.00g027610
Q5RCS8 	 PGEN_.00g027620
Q60HF9 	 PGEN_.00g027630
Q9NX78 	 PGEN_.00g027640
Q14697 	 PGEN_.00g027650
P79403 	 PGEN_.00g027660
Q7TT28 	 PGEN_.00g027740
Q7TT28 	 PGEN_.00g027790
Q0P4P2 	 PGEN_.00g027820
Q6IQE9 	 PGEN_.00g027830
Q25BN1 	 PGEN_.00g027840
P07307 	 PGEN_.00g027850
Q9HCD6 	 PGEN_.00g027910
Q0IHH1 	 PGEN_.00g027920
Q2M2S5 	 PGEN_.00g027930
A4II71 	 PGEN_.00g027950
Q9VMU8 	 PGEN_.00g027960
Q94126 	 PGEN_.00g028000
Q1LZH1 	 PGEN_.00g028010
Q1LZH1 	 PGEN_.00g028020
Q61830 	 PGEN_.00g028030
P41500 	 PGEN_.00g028040
P62193 	 PGEN_.00g028050
Q0VD27 	 PGEN_.00g028060
Q9P2E9 	 PGEN_.00g028070
Q5R5C9 	 PGEN_.00g028090
Q14DK5 	 PGEN_.00g028100
P54281 	 PGEN_.00g028110
Q14CN2 	 PGEN_.00g028120
Q9TUB5 	 PGEN_.00g028140
Q14CN2 	 PGEN_.00g028160
Q6PT52 	 PGEN_.00g028170
A2AVA0 	 PGEN_.00g028220
Q9H1A4 	 PGEN_.00g028230
Q4KMC9 	 PGEN_.00g028240
Q6PBN2 	 PGEN_.00g028250
Q07890 	 PGEN_.00g028260
Q62245 	 PGEN_.00g028270
Q9JHU4 	 PGEN_.00g028280
Q09675 	 PGEN_.00g028290
Q6AXQ2 	 PGEN_.00g028300
Q7TSL3 	 PGEN_.00g028310
B5XBI1 	 PGEN_.00g028320
Q96L03 	 PGEN_.00g028330
A6QQL5 	 PGEN_.00g028340
O43264 	 PGEN_.00g028360
Q8X119 	 PGEN_.00g028370
P49632 	 PGEN_.00g028390
O35790 	 PGEN_.00g028400
Q62130 	 PGEN_.00g028420
P62334 	 PGEN_.00g028430
Q9P2K3 	 PGEN_.00g028440
Q80WT5 	 PGEN_.00g028450
Q196V4 	 PGEN_.00g028460
Q575T0 	 PGEN_.00g028480
P58797 	 PGEN_.00g028500
B1WB06 	 PGEN_.00g028530
Q61184 	 PGEN_.00g028720
Q9XZC0 	 PGEN_.00g028800
Q4UMH6 	 PGEN_.00g028810
Q9VCA2 	 PGEN_.00g029050
Q9VCA2 	 PGEN_.00g029060
P0DP23 	 PGEN_.00g029070
Q501I9 	 PGEN_.00g029140
Q3TDN0 	 PGEN_.00g029220
Q8TAE6 	 PGEN_.00g029230
Q86VZ4 	 PGEN_.00g029240
P22061 	 PGEN_.00g029260
Q9ULL1 	 PGEN_.00g029280
L7YAI7 	 PGEN_.00g029290
P0C6B8 	 PGEN_.00g029310
Q96M20 	 PGEN_.00g029380
P35546 	 PGEN_.00g029400
Q4W5Z4 	 PGEN_.00g029420
P0DPH8 	 PGEN_.00g029430
B2GV47 	 PGEN_.00g029460
Q2PZL6 	 PGEN_.00g029480
Q80V70 	 PGEN_.00g029490
Q3T001 	 PGEN_.00g029500
Q6AX44 	 PGEN_.00g029510
O75897 	 PGEN_.00g029520
Q9VMA7 	 PGEN_.00g029570
Q6DIZ0 	 PGEN_.00g029580
Q9GKX6 	 PGEN_.00g029590
Q61412 	 PGEN_.00g029630
Q8N2E2 	 PGEN_.00g029690
Q91X17 	 PGEN_.00g029720
Q70E20 	 PGEN_.00g029730
Q700K0 	 PGEN_.00g029750
Q91X17 	 PGEN_.00g029760
Q2TL60 	 PGEN_.00g029810
Q9P109 	 PGEN_.00g029830
P56282 	 PGEN_.00g029880
O15164 	 PGEN_.00g029890
A7YWS7 	 PGEN_.00g029900
Q9JI19 	 PGEN_.00g029910
P29617 	 PGEN_.00g030010
Q91994 	 PGEN_.00g030050
Q17CA7 	 PGEN_.00g030060
P41827 	 PGEN_.00g030080
Q6NS57 	 PGEN_.00g030090
Q9R0Q8 	 PGEN_.00g030120
Q0VFV7 	 PGEN_.00g030130
Q9GKX6 	 PGEN_.00g030150
Q8R0M8 	 PGEN_.00g030180
Q24212 	 PGEN_.00g030190
P42262 	 PGEN_.00g030260
Q9Z2W9 	 PGEN_.00g030270
P70338 	 PGEN_.00g030280
Q40302 	 PGEN_.00g030290
Q9VCA2 	 PGEN_.00g030310
Q8TB03 	 PGEN_.00g030320
Q0D9C7 	 PGEN_.00g030340
Q5F3X0 	 PGEN_.00g030350
Q504Y2 	 PGEN_.00g030370
Q504Y2 	 PGEN_.00g030380
Q9VZF4 	 PGEN_.00g030400
P58200 	 PGEN_.00g030410
Q9HBF4 	 PGEN_.00g030420
A2AQ19 	 PGEN_.00g030430
Q9VLU0 	 PGEN_.00g030440
Q6P026 	 PGEN_.00g030450
A6NEE1 	 PGEN_.00g030460
B2RPU2 	 PGEN_.00g030500
P0DMQ5 	 PGEN_.00g030510
Q68FF9 	 PGEN_.00g030520
Q99L04 	 PGEN_.00g030530
Q68FF9 	 PGEN_.00g030540
P62147 	 PGEN_.00g030550
P02588 	 PGEN_.00g030560
Q03509 	 PGEN_.00g030580
Q23551 	 PGEN_.00g030590
Q8BV66 	 PGEN_.00g030600
Q9Y7S2 	 PGEN_.00g030630
Q96MB7 	 PGEN_.00g030650
Q8IUM7 	 PGEN_.00g030670
P46023 	 PGEN_.00g030730
Q9UGM3 	 PGEN_.00g030740
P10079 	 PGEN_.00g030810
P9WK87 	 PGEN_.00g030830
Q5RDY3 	 PGEN_.00g030840
Q8C407 	 PGEN_.00g030850
Q803U7 	 PGEN_.00g030880
P22309 	 PGEN_.00g030890
Q9VXE5 	 PGEN_.00g030920
B0BND0 	 PGEN_.00g030930
Q91WD2 	 PGEN_.00g030940
P42696 	 PGEN_.00g030960
Q9H7Z3 	 PGEN_.00g030970
Q6ZNE5 	 PGEN_.00g030980
O88379 	 PGEN_.00g030990
A3KQV2 	 PGEN_.00g031020
A4IIL4 	 PGEN_.00g031030
Q9CQ66 	 PGEN_.00g031040
Q86TV6 	 PGEN_.00g031070
Q86TV6 	 PGEN_.00g031080
A0A0F7YYX3 	 PGEN_.00g031120
Q8JHV9 	 PGEN_.00g031130
P12261 	 PGEN_.00g031190
P63099 	 PGEN_.00g031200
