all_GO_ids	gene
GO:0005737;GO:0005829;GO:0005886;GO:0005524;GO:0106310;GO:0004674;GO:0004712;GO:0035556;GO:0006468;GO:0007165	PGEN_.00g002830
GO:0005654;GO:0005634;GO:0005886;GO:0000987;GO:0003677;GO:0001228;GO:0003700;GO:0000981;GO:0000978;GO:0000976;GO:0009653;GO:0003211;GO:0030154;GO:0061386;GO:0061303;GO:0048557;GO:0048704;GO:0061029;GO:0021782;GO:0014009;GO:0060022;GO:0001822;GO:0002089;GO:0060174;GO:0060425;GO:0060548;GO:0010629;GO:0060253;GO:0050672;GO:0000122;GO:2000678;GO:0014032;GO:0001841;GO:0060563;GO:0030182;GO:0003357;GO:0014003;GO:0003151;GO:0030513;GO:0008284;GO:0010628;GO:0035332;GO:0046887;GO:2001111;GO:0050769;GO:0045666;GO:0045778;GO:0045669;GO:2000648;GO:0045944;GO:0045893;GO:0006355;GO:0017015;GO:0035914;GO:0001501;GO:0060023;GO:0061053;GO:0021510;GO:0048485;GO:0060412	PGEN_.00g002850
GO:0005634;GO:0016605;GO:0003677;GO:0046872;GO:0061665;GO:0003714;GO:2000616;GO:0060633;GO:0030512;GO:0045944;GO:0016925;GO:0010468	PGEN_.00g002940
GO:0005813;GO:0005737;GO:0031410;GO:0005829;GO:0005886;GO:0014069;GO:0004842;GO:0008270;GO:0001568;GO:0006897;GO:0001947;GO:0001701;GO:0045665;GO:0001841;GO:0007219;GO:0045807;GO:0016567;GO:0001756;GO:0006511	PGEN_.00g003010
GO:0005813;GO:0005737;GO:0031410;GO:0005829;GO:0005886;GO:0014069;GO:0004842;GO:0008270;GO:0001568;GO:0006897;GO:0001947;GO:0001701;GO:0045665;GO:0001841;GO:0007219;GO:0045807;GO:0016567;GO:0001756;GO:0006511	PGEN_.00g003030
GO:0005794;GO:0016021;GO:0008324;GO:0060047;GO:0060784;GO:0061469;GO:0006829	PGEN_.00g003040
GO:0005759;GO:0005739;GO:0005524;GO:0003951;GO:0042803;GO:0019674;GO:0006741	PGEN_.00g003050
GO:0016301;GO:0016773;GO:0005975	PGEN_.00g003060
GO:0005737;GO:0016604;GO:0005654;GO:0005634;GO:0005524;GO:0046872;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0004713;GO:0030036;GO:0048041;GO:0006468;GO:0007283	PGEN_.00g003070
GO:0005737;GO:0016604;GO:0005634;GO:0005524;GO:0046872;GO:0106310;GO:0004674;GO:0004712;GO:0004713;GO:0030036;GO:0006915;GO:0048041;GO:0035556;GO:0006468;GO:0007283	PGEN_.00g003090
GO:0000139;GO:0016021;GO:0047275;GO:0016757;GO:0008499;GO:0008194;GO:0006682;GO:0009312;GO:0006486	PGEN_.00g003110
GO:0005758	PGEN_.00g003120
GO:0005813;GO:0005829;GO:0016607;GO:0001228;GO:0000981;GO:0046872;GO:0000978;GO:0022612;GO:0035264;GO:0010629;GO:0035265;GO:0010628;GO:0060252;GO:0045944;GO:0060736;GO:0006355;GO:0006351	PGEN_.00g003130
GO:0005789;GO:0005739;GO:0005634;GO:0005886;GO:0005524;GO:0106310;GO:0004674;GO:0004712;GO:0006915;GO:0018105	PGEN_.00g003140
GO:0005759;GO:0003677;GO:0034246;GO:0003723;GO:0000179;GO:0031167;GO:0006391	PGEN_.00g003150
GO:0016021;GO:0005886	PGEN_.00g003160
	PGEN_.00g003170
GO:0016021;GO:0005765;GO:0005774;GO:0031419;GO:0072665	PGEN_.00g003180
GO:0005634;GO:0061630;GO:0035519;GO:0070936;GO:0000209;GO:0006511	PGEN_.00g003190
GO:0004164;GO:0032259;GO:0017183	PGEN_.00g003200
GO:0016021;GO:0005886;GO:0005524;GO:0042834;GO:0106310;GO:0004674;GO:0004712;GO:0071224;GO:0006468;GO:0007165;GO:0009847	PGEN_.00g003210
GO:0031462;GO:0030659;GO:0005874;GO:0005654;GO:1990756;GO:0006886;GO:0046907;GO:0043161	PGEN_.00g003230
GO:0009368;GO:0005759;GO:0004176;GO:0051117;GO:0004252;GO:0033619;GO:0006515;GO:0051603	PGEN_.00g003240
GO:0005634;GO:0003677;GO:0000981;GO:0000978;GO:0045892;GO:0006357	PGEN_.00g003250
GO:0005737;GO:0005634;GO:0000049;GO:0001514	PGEN_.00g003270
GO:0005730;GO:0009968;GO:0042273	PGEN_.00g003280
GO:0016021;GO:0005743;GO:0031966;GO:0005739;GO:0042802;GO:0030218;GO:0006783;GO:0006839;GO:0070453	PGEN_.00g003290
GO:0005794;GO:0005654;GO:0005634;GO:0001228;GO:0003700;GO:0000981;GO:0001227;GO:0042054;GO:0000977;GO:0043565;GO:0008270;GO:0008340;GO:0000122;GO:0045944;GO:0010468;GO:0006357;GO:0006355	PGEN_.00g003300
GO:0006629	PGEN_.00g003340
	PGEN_.00g003350
GO:0005801;GO:0005794;GO:0030173;GO:0005634;GO:0016780;GO:0006493;GO:0035269	PGEN_.00g003360
GO:0005794;GO:0016021;GO:0015297	PGEN_.00g003370
GO:0005881;GO:0004090;GO:0047880;GO:0042802;GO:0050038;GO:0016655;GO:0042732;GO:0006006;GO:2000379;GO:0005997	PGEN_.00g003400
GO:0005737;GO:0042802	PGEN_.00g003420
GO:0005794;GO:0016021;GO:0045121;GO:0030670;GO:0050135;GO:0061809;GO:0004888;GO:0071726;GO:0071727;GO:0006954;GO:0045087;GO:0002755;GO:0001817;GO:0034134	PGEN_.00g003430
GO:0005737;GO:0016021;GO:0005524;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0007165	PGEN_.00g003440
GO:0005938;GO:0032154;GO:0046872	PGEN_.00g003450
GO:0005654;GO:0005634;GO:0032991;GO:0017053;GO:0004407;GO:0042826;GO:0003714;GO:0006338;GO:0016575;GO:0000122;GO:0006355	PGEN_.00g003460
GO:0005858;GO:0005930;GO:0120293;GO:0031514;GO:0045504;GO:0045503;GO:0070286;GO:0003341;GO:0002244;GO:0007018	PGEN_.00g003470
GO:0030424;GO:0005911;GO:0098978;GO:0016021;GO:0005887;GO:0005509;GO:0030246;GO:0004930;GO:0007189;GO:0007420;GO:0007166;GO:0098742;GO:0007186;GO:0001764;GO:0007416	PGEN_.00g003480
GO:0005737;GO:0005829;GO:0005634;GO:0003755;GO:0061077;GO:0000747;GO:0000413	PGEN_.00g003490
GO:0005737;GO:0005829;GO:0005886;GO:0003755;GO:0034713;GO:0061077;GO:0000413	PGEN_.00g003500
GO:0062023;GO:0005576;GO:0005615;GO:0031982;GO:0070700;GO:0005125;GO:0008083;GO:0008201;GO:1905069;GO:0007411;GO:0030509;GO:0060445;GO:0048754;GO:0048738;GO:0060411;GO:0051216;GO:0071773;GO:0071456;GO:0060710;GO:0016358;GO:0048596;GO:0030326;GO:0009880;GO:0060272;GO:0003272;GO:0030855;GO:0001837;GO:0061384;GO:0030902;GO:0048762;GO:0060485;GO:0001707;GO:0001823;GO:0072136;GO:0072133;GO:0001656;GO:0070487;GO:0045786;GO:0060548;GO:0072125;GO:0043407;GO:0072040;GO:0045839;GO:0050768;GO:0045665;GO:0032088;GO:1901223;GO:0045746;GO:0042326;GO:0060686;GO:0010664;GO:0045892;GO:0072134;GO:0021502;GO:0048812;GO:0042475;GO:0001503;GO:0003344;GO:0060037;GO:0043065;GO:0030501;GO:0090336;GO:1905312;GO:1900006;GO:0010718;GO:0010628;GO:0034116;GO:1900106;GO:0045666;GO:0045669;GO:0010862;GO:0010800;GO:0045944;GO:0045893;GO:0034504;GO:0060687;GO:0060393;GO:2000121;GO:0032355;GO:0043434;GO:0033280;GO:0001501;GO:0060395;GO:0043401;GO:0001657	PGEN_.00g003570
GO:0051537;GO:0046872	PGEN_.00g003590
GO:0005769;GO:0005794;GO:0016021;GO:0007155;GO:0006909;GO:0070863;GO:2000010;GO:0051453;GO:0001666;GO:0070072	PGEN_.00g003620
GO:0022627;GO:0015935;GO:0003723;GO:0003735;GO:0006412	PGEN_.00g003630
GO:0031594;GO:0048786;GO:0098831;GO:0005096;GO:0090630;GO:0048846;GO:0048789;GO:0048790;GO:1990709;GO:0045467;GO:0007266;GO:0007416;GO:0097479	PGEN_.00g003650
GO:0031594;GO:0048786;GO:0098831;GO:0005096;GO:0090630;GO:0048846;GO:0048789;GO:0048790;GO:1990709;GO:0045467;GO:0007266;GO:0007416;GO:0097479	PGEN_.00g003660
GO:0016021;GO:0016020;GO:0007520	PGEN_.00g003670
	PGEN_.00g003680
GO:0005768;GO:0032456;GO:0015031	PGEN_.00g003690
GO:0005737;GO:0005758;GO:0005759;GO:0005739;GO:0004017;GO:0005524;GO:0005525;GO:0042802;GO:0046899;GO:0006172;GO:0046033;GO:0006756;GO:0046034;GO:0046060;GO:0046039;GO:0046041;GO:0009142;GO:0046051	PGEN_.00g003700
GO:0005694;GO:0005783;GO:0005730;GO:0005654;GO:0003677;GO:0003729;GO:0010835;GO:0006417	PGEN_.00g003710
GO:0034451;GO:0005829;GO:0005634;GO:0005886;GO:0046872;GO:0004518	PGEN_.00g003740
GO:0046872	PGEN_.00g003760
GO:0005604;GO:0005615;GO:0046872;GO:0004222;GO:0008237;GO:0035262;GO:0016540;GO:0008104;GO:0030334;GO:1903354;GO:0031638	PGEN_.00g003790
GO:0005524;GO:0004709;GO:0106310;GO:0004712;GO:0007292;GO:0007147;GO:0045930	PGEN_.00g003850
GO:0005759;GO:0005739;GO:0051537;GO:0009055;GO:0046872;GO:0045998;GO:0006694	PGEN_.00g003880
GO:0032807;GO:0005958;GO:0070419;GO:0005654;GO:0005524;GO:0003677;GO:0003910;GO:0046872;GO:0007049;GO:0051301;GO:0071897;GO:0051103;GO:0006260;GO:0006303;GO:0033152;GO:0006297	PGEN_.00g003890
GO:0005829;GO:0042802;GO:0042803;GO:0003978;GO:0003974;GO:0019388;GO:0033499	PGEN_.00g003900
GO:0016324;GO:0016021;GO:0050135;GO:0061809;GO:0003401;GO:0060026;GO:0045087;GO:0048935;GO:0060049;GO:0007165	PGEN_.00g003920
GO:0005737;GO:0005634;GO:0005509;GO:0030234;GO:0004341;GO:0008270;GO:0006874;GO:0019853;GO:0032781;GO:0050848	PGEN_.00g003930
GO:0005737;GO:0005634;GO:0005509;GO:0030234;GO:0004341;GO:0008270;GO:0006874;GO:0032781;GO:0050848	PGEN_.00g003940
GO:0071013;GO:0016604;GO:0016607;GO:0005654;GO:0005634;GO:0030532;GO:0005681;GO:0005686;GO:0071007;GO:0071005;GO:0003723;GO:0030620;GO:0000398;GO:0008380;GO:0007283	PGEN_.00g003950
GO:0005938;GO:0032154;GO:0046872	PGEN_.00g003960
GO:0005737;GO:0061630;GO:0004842;GO:0008270;GO:0043161;GO:0000209;GO:0043523	PGEN_.00g003970
GO:0005739;GO:0005634;GO:0043139;GO:0005524;GO:0016887;GO:0003677;GO:0006310;GO:0006281;GO:0000002;GO:0000723	PGEN_.00g003980
	PGEN_.00g003990
GO:0005789;GO:0016021;GO:0042802;GO:0005267	PGEN_.00g004010
GO:0000785;GO:0005654;GO:0005634;GO:0003682;GO:0003677;GO:0001228;GO:0000981;GO:0001227;GO:0042802;GO:0140536;GO:0000978;GO:0000977;GO:0043565;GO:1990837;GO:0000976;GO:0048856;GO:0060349;GO:0071281;GO:0048701;GO:0035115;GO:0061029;GO:0042472;GO:0001822;GO:0043066;GO:0008285;GO:2000378;GO:0010944;GO:0000122;GO:0045892;GO:0021623;GO:0003409;GO:0003404;GO:0030501;GO:0010628;GO:0043525;GO:0070172;GO:0045944;GO:0045893;GO:0045595;GO:0042127;GO:0006357;GO:0010842;GO:0060021;GO:0007605;GO:0021559	PGEN_.00g004020
GO:0031225;GO:0070062;GO:0005615;GO:0005886;GO:0016798;GO:0008081;GO:0004767;GO:0008270;GO:0006954;GO:0045087;GO:0046466;GO:0050728;GO:0034122;GO:0006685	PGEN_.00g004040
GO:0005634;GO:0005667;GO:0050681;GO:0043425;GO:0001228;GO:0000981;GO:0001227;GO:0070888;GO:0042826;GO:0046983;GO:0000977;GO:1990837;GO:0009887;GO:0001658;GO:0014707;GO:0060435;GO:0032502;GO:0060539;GO:0048557;GO:0030855;GO:0048732;GO:0032835;GO:0001822;GO:0048286;GO:0060425;GO:0060426;GO:0072277;GO:0072162;GO:0001763;GO:0060766;GO:0000122;GO:0045944;GO:0031063;GO:0006357;GO:0048608;GO:0060541;GO:0060021;GO:0060008;GO:0007530;GO:0007548;GO:0048536;GO:0001657;GO:0001944	PGEN_.00g004080
GO:0005634;GO:0051539;GO:0005524;GO:0016887;GO:0003677;GO:0003678;GO:0070182;GO:0046872;GO:0032508;GO:0006310;GO:0006281;GO:0006260;GO:0045910;GO:1904430;GO:0010569;GO:0090657	PGEN_.00g004090
GO:0005581;GO:0070062;GO:0005615;GO:0016020;GO:0042802;GO:0035356;GO:0045444;GO:0010629;GO:0045721;GO:0050728;GO:0032715;GO:0071638;GO:1901223;GO:0070165;GO:0001819	PGEN_.00g004100
GO:0000781;GO:0005654;GO:0005634;GO:0051539;GO:0005524;GO:0016887;GO:0003677;GO:0003678;GO:0070182;GO:0046872;GO:0032508;GO:0006281;GO:1902990;GO:0045910;GO:1904430;GO:1904506;GO:1904355;GO:0032206;GO:1904358;GO:1904535;GO:0010569;GO:0031297;GO:0000732;GO:0000723;GO:0043247;GO:0090657	PGEN_.00g004110
GO:0005634;GO:0003677;GO:0016740;GO:0008270;GO:0048066;GO:0035162;GO:0030218;GO:0033333;GO:0048246;GO:1905517;GO:0030593;GO:1990266;GO:0035166;GO:0060215;GO:0016567;GO:0034243	PGEN_.00g004120
GO:0005634;GO:0051539;GO:0005524;GO:0016887;GO:0003677;GO:0003678;GO:0046872;GO:0006310;GO:0006281;GO:0006260;GO:0010569;GO:0000723	PGEN_.00g004160
GO:0005737;GO:0043005;GO:0015631;GO:0031122;GO:0007019;GO:0031175;GO:0031110	PGEN_.00g004170
GO:0005783;GO:0005789;GO:0016021;GO:0051539;GO:0046872;GO:0035598;GO:0061712;GO:0035600	PGEN_.00g004180
	PGEN_.00g004190
GO:0005783;GO:0030176;GO:0102337;GO:0009922;GO:0008020;GO:0102756;GO:0006633;GO:0034625;GO:0034626;GO:0019367;GO:0035338;GO:0030148;GO:0006636;GO:0042761	PGEN_.00g004210
GO:0005737;GO:0005829;GO:0005634;GO:0005524;GO:0004849;GO:0044211;GO:0043097;GO:0044206	PGEN_.00g004220
GO:0032580;GO:0016021;GO:0031127;GO:0008107;GO:0005975;GO:0036065;GO:0006664;GO:0006486;GO:0030155;GO:0001936	PGEN_.00g004230
GO:0035869;GO:0016021;GO:0060271	PGEN_.00g004260
	PGEN_.00g004270
GO:0005524;GO:0004715;GO:0004712	PGEN_.00g004280
GO:0005576;GO:0047376;GO:0046872;GO:0004806;GO:0016042	PGEN_.00g004330
GO:0016021;GO:0005886;GO:0071875	PGEN_.00g004380
GO:0005737;GO:0005829;GO:0005576;GO:1904813;GO:0016234;GO:0043033;GO:0005634;GO:0016529;GO:0034774;GO:0004134;GO:0004135;GO:0102500;GO:0004133;GO:0030247;GO:0031593;GO:0005978;GO:0005980;GO:0051384;GO:0007584	PGEN_.00g004390
GO:0005930;GO:0036064;GO:0005929;GO:0030992;GO:0031514;GO:0005634;GO:0097598;GO:0097225;GO:0097228;GO:0060348;GO:0007420;GO:0060271;GO:0031122;GO:0007368;GO:0009953;GO:0048596;GO:0008544;GO:0007507;GO:0001947;GO:0061525;GO:0042073;GO:0070986;GO:0060173;GO:0050680;GO:0045879;GO:0000122;GO:0001843;GO:0021915;GO:0001841;GO:1905515;GO:0007219;GO:0045880;GO:0016485;GO:0008589;GO:0060021;GO:0007224;GO:0021522	PGEN_.00g004400
GO:0016021	PGEN_.00g004480
GO:0030425;GO:0043197;GO:0005615;GO:0005925;GO:0098978;GO:0005887;GO:0099055;GO:0048471;GO:0001891;GO:0005886;GO:0014069;GO:0004930;GO:0001530;GO:0030165;GO:0001786;GO:0004888;GO:0007189;GO:0043277;GO:0007166;GO:0050829;GO:0043652;GO:0045087;GO:0007517;GO:0016525;GO:0010596;GO:0042177;GO:0031397;GO:0007399;GO:0006911;GO:0006910;GO:1901741;GO:1903428;GO:0051965;GO:0098974;GO:0051963;GO:0048167	PGEN_.00g004490
GO:0005912;GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0062023;GO:0005737;GO:0005576;GO:0005927;GO:0005509;GO:0090527;GO:0071711;GO:0007049;GO:0051301;GO:0007157;GO:0007156;GO:0009617	PGEN_.00g004510
GO:0062023;GO:0005737;GO:0031012;GO:0005615;GO:0007155;GO:0030154;GO:0007399	PGEN_.00g004530
GO:0005737;GO:0005634;GO:0003729;GO:0000381	PGEN_.00g004670
GO:0005737;GO:0005634;GO:0003729;GO:0000381	PGEN_.00g004680
GO:0070847;GO:0016592;GO:0005654;GO:0000978;GO:0003712;GO:0016567;GO:0006357	PGEN_.00g004690
GO:0016602;GO:0005654;GO:0005634;GO:0032993;GO:0090575;GO:0005667;GO:0003677;GO:0001228;GO:0003700;GO:0046982;GO:0000978;GO:0080182;GO:0045944;GO:0045893;GO:0035065;GO:0006355	PGEN_.00g004720
GO:0000781;GO:0005664;GO:0005654;GO:0005634;GO:0000808;GO:0005524;GO:0016887;GO:0003682;GO:0003677;GO:0003688;GO:0046872;GO:0006260;GO:0006270;GO:0033314;GO:0070318;GO:0048661	PGEN_.00g004740
GO:0005737;GO:0005634;GO:0050405;GO:0047322;GO:0004679;GO:0005524;GO:0003682;GO:0035174;GO:0046872;GO:0106310;GO:0004712;GO:0006914;GO:0042149;GO:0031669;GO:0006695;GO:0006325;GO:0097009;GO:0006633;GO:0055089;GO:0042593;GO:0008610;GO:0043066;GO:0032007;GO:0010508;GO:0045821;GO:0006468;GO:0042752;GO:0016241;GO:0048511;GO:0016055	PGEN_.00g004820
GO:0030424;GO:0005737;GO:0043025;GO:0005634;GO:0004679;GO:0005524;GO:0106310;GO:0004674;GO:0004712;GO:0008340;GO:0035556;GO:0050709;GO:0018105;GO:0061066;GO:0050714;GO:0006468	PGEN_.00g004830
GO:0030424;GO:0010494;GO:0005829;GO:0030425;GO:0005794;GO:0043025;GO:0016607;GO:0005654;GO:0031588;GO:0005634;GO:0050405;GO:0047322;GO:0004679;GO:0005524;GO:0003682;GO:0035174;GO:0046872;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0006914;GO:0071277;GO:0042149;GO:0071333;GO:0031669;GO:0034599;GO:0071380;GO:0071466;GO:0006695;GO:0006325;GO:0097009;GO:0006633;GO:0055089;GO:0042593;GO:0035556;GO:0008610;GO:0043066;GO:0010629;GO:0032007;GO:1904428;GO:0010508;GO:0045821;GO:0016239;GO:2000758;GO:1903829;GO:0006468;GO:0042752;GO:0016241;GO:0070507;GO:0062028;GO:0014850;GO:0048511;GO:0007165;GO:0016055	PGEN_.00g004840
GO:0005634;GO:0046872;GO:0046983;GO:0006355	PGEN_.00g004870
GO:0016021;GO:0016020;GO:0005743;GO:0031966;GO:0008289;GO:0046872;GO:0004222;GO:0002024;GO:0097009;GO:0006006;GO:0140468;GO:0140467;GO:0006629;GO:0034982;GO:0033108;GO:0010637;GO:0043065;GO:0016540;GO:0006515;GO:0051603;GO:1903850;GO:0031638	PGEN_.00g004890
GO:0016021;GO:0016020;GO:0005743;GO:0031966;GO:0046872;GO:0004222;GO:0002024;GO:0097009;GO:0006006;GO:0140468;GO:0140467;GO:0006629;GO:0034982;GO:0033108;GO:0010637;GO:0043065;GO:0016540;GO:0006515;GO:0051603;GO:1903850;GO:0031638	PGEN_.00g004940
GO:0005743;GO:0005730;GO:0043139;GO:0005524;GO:0016887;GO:0051880;GO:0010521;GO:0006310;GO:0006281;GO:0000002;GO:0032211;GO:0000723	PGEN_.00g004960
GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0007017	PGEN_.00g005030
GO:0016021;GO:0005887;GO:0005886;GO:0098794;GO:0043083;GO:0004930;GO:0005096;GO:0007189;GO:0007166;GO:0007186;GO:0099558;GO:0061743;GO:0007520;GO:0016525;GO:0016322;GO:0051965;GO:0048814	PGEN_.00g005150
GO:0005912;GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0062023;GO:0005737;GO:0005576;GO:0005927;GO:0005509;GO:0090527;GO:0071711;GO:0007049;GO:0051301;GO:0007157;GO:0007156;GO:0009617	PGEN_.00g005160
GO:0030425;GO:0043197;GO:0005615;GO:0005925;GO:0098978;GO:0005887;GO:0099055;GO:0048471;GO:0001891;GO:0005886;GO:0014069;GO:0004930;GO:0001530;GO:0030165;GO:0001786;GO:0004888;GO:0007189;GO:0043277;GO:0007166;GO:0050829;GO:0043652;GO:0045087;GO:0007517;GO:0016525;GO:0010596;GO:0042177;GO:0031397;GO:0007399;GO:0006911;GO:0006910;GO:1901741;GO:1903428;GO:0051965;GO:0098974;GO:0051963;GO:0048167	PGEN_.00g005180
GO:0005737;GO:0005576;GO:0005634;GO:0015035;GO:0006662;GO:0043388;GO:0009314	PGEN_.00g005230
GO:0030054;GO:0005737;GO:0005634;GO:0005886;GO:0008366;GO:0032287;GO:0043484	PGEN_.00g005250
GO:0005604;GO:0005615;GO:0046872;GO:0004222;GO:0008237;GO:0035262;GO:0016540;GO:0008104;GO:0030334;GO:1903354;GO:0031638	PGEN_.00g005260
GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074	PGEN_.00g005280
GO:0005634;GO:0046983;GO:0008270	PGEN_.00g005310
GO:0000781;GO:0005634;GO:0030915;GO:0046872;GO:0046983;GO:0061630;GO:0006310;GO:0006281;GO:2001022	PGEN_.00g005330
GO:0005730;GO:0005524;GO:0016887;GO:0003723;GO:0003724;GO:0006364	PGEN_.00g005380
GO:0005737;GO:0016021;GO:0005886;GO:0043235;GO:0004930;GO:0031210;GO:0007189;GO:0030073;GO:0019222	PGEN_.00g005430
GO:0030054;GO:0000785;GO:0005654;GO:0005634;GO:0003682;GO:0001228;GO:0003700;GO:0000981;GO:0140297;GO:0000978;GO:0006260;GO:0045944;GO:0006357;GO:0006355;GO:0060074;GO:0072189;GO:0019079	PGEN_.00g005480
GO:0031225;GO:0030424;GO:0043194;GO:0009986;GO:0030425;GO:0031012;GO:0005615;GO:0098982;GO:0098978;GO:0033268;GO:0072534;GO:0098966;GO:0045202;GO:0005509;GO:0030246;GO:0005540;GO:0007160;GO:0007417;GO:0021766;GO:1990138;GO:0001501;GO:0060074	PGEN_.00g005530
GO:0005829;GO:0032009;GO:0031234;GO:0005886;GO:0005524;GO:0004715;GO:0004712;GO:0004713;GO:0005102;GO:0002250;GO:0050853;GO:0048514;GO:0030154;GO:0070301;GO:0071226;GO:0042742;GO:0045087;GO:0007229;GO:0035556;GO:0002366;GO:0007159;GO:0001945;GO:0002281;GO:0002283;GO:0030593;GO:0018108;GO:0046641;GO:0045579;GO:0045780;GO:0033630;GO:0043306;GO:0090237;GO:0070372;GO:0043313;GO:0050764;GO:0010543;GO:0090330;GO:0032928;GO:0002554;GO:0007169	PGEN_.00g005550
GO:0015629;GO:0030424;GO:1904115;GO:0009925;GO:0005604;GO:0005938;GO:0031252;GO:0005737;GO:0031410;GO:0005829;GO:0005789;GO:0005925;GO:0031673;GO:0030056;GO:0016021;GO:0005882;GO:0045111;GO:0016020;GO:0015630;GO:0035371;GO:0005635;GO:0005654;GO:0005634;GO:0030018;GO:0003779;GO:0005509;GO:0005178;GO:0008017;GO:0051010;GO:0008022;GO:0042803;GO:0005198;GO:0007155;GO:0048870;GO:0031122;GO:0007010;GO:0031581;GO:0007229;GO:0045104;GO:0030011;GO:0000226;GO:0009611;GO:0008090;GO:0042060	PGEN_.00g005630
GO:0015629;GO:0030424;GO:1904115;GO:0005938;GO:0031252;GO:0005737;GO:0009898;GO:0031410;GO:0005829;GO:0005789;GO:0005925;GO:0031673;GO:0030056;GO:0016021;GO:0014704;GO:0005882;GO:0045111;GO:0016020;GO:0015630;GO:0035371;GO:0005635;GO:0005654;GO:0005634;GO:0097038;GO:0048471;GO:0014069;GO:0042383;GO:0001725;GO:0045098;GO:0030018;GO:0003779;GO:0005509;GO:0005178;GO:0008017;GO:0051010;GO:0008022;GO:0042803;GO:0005198;GO:0007409;GO:0007155;GO:0048870;GO:0031122;GO:0007010;GO:0031581;GO:0045104;GO:0046907;GO:0030011;GO:0000226;GO:0009611;GO:0008090;GO:0042060	PGEN_.00g005660
GO:0015629;GO:0030424;GO:1904115;GO:0005938;GO:0031252;GO:0005737;GO:0009898;GO:0031410;GO:0005829;GO:0005789;GO:0005925;GO:0031673;GO:0030056;GO:0016021;GO:0014704;GO:0005882;GO:0045111;GO:0016020;GO:0015630;GO:0035371;GO:0005635;GO:0005654;GO:0005634;GO:0097038;GO:0048471;GO:0014069;GO:0042383;GO:0001725;GO:0045098;GO:0030018;GO:0003779;GO:0005509;GO:0005178;GO:0008017;GO:0051010;GO:0008022;GO:0042803;GO:0005198;GO:0007409;GO:0007155;GO:0048870;GO:0031122;GO:0007010;GO:0031581;GO:0045104;GO:0046907;GO:0030011;GO:0000226;GO:0009611;GO:0008090;GO:0042060	PGEN_.00g005670
GO:0005886;GO:0030745;GO:0008276;GO:0052704;GO:0052707	PGEN_.00g005680
GO:0016021;GO:0046872;GO:0016491	PGEN_.00g005740
GO:0030424;GO:0005911;GO:0030425;GO:0043198;GO:0005576;GO:0016021;GO:0005887;GO:0005886;GO:0008021;GO:0050839;GO:0098609;GO:0072102;GO:0030097;GO:0021766;GO:0007156;GO:0002121;GO:0001764;GO:0048812;GO:0021740;GO:0007416	PGEN_.00g005770
GO:0005886;GO:0030745;GO:0008276;GO:0052704;GO:0052707	PGEN_.00g005960
GO:0030054;GO:0016021;GO:0005886;GO:0004725;GO:0007155;GO:0030154	PGEN_.00g006030
GO:0005813;GO:0031410;GO:0005829;GO:0005794;GO:0016020;GO:0048471;GO:0099503;GO:0005802;GO:0008093;GO:0034452;GO:0070840;GO:0045505;GO:0019901;GO:0031871;GO:0031267;GO:0072393;GO:0072385;GO:1900275;GO:1900737;GO:1904781;GO:0048260;GO:0033365;GO:0070507;GO:1900276;GO:0034063;GO:0016032	PGEN_.00g006130
GO:0005938;GO:0005737;GO:0012505;GO:0030027;GO:0016020;GO:0048471;GO:0042802;GO:0042803;GO:0004674;GO:0006888;GO:0035556	PGEN_.00g006140
GO:0005789;GO:0016021;GO:0000026;GO:0004376;GO:0000030;GO:0006506	PGEN_.00g006150
GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0031931;GO:0031932;GO:0005524;GO:0046872;GO:0004672;GO:0004697;GO:0106310;GO:0004674;GO:0004712;GO:0003723;GO:0042162;GO:0006281;GO:0006406;GO:0016242;GO:0000184;GO:0018105;GO:0046854;GO:0046777;GO:2001020;GO:0032204;GO:0038202	PGEN_.00g006160
GO:0016324;GO:0009925;GO:0016323;GO:0009986;GO:0005911;GO:0034451;GO:0005737;GO:0005576;GO:0005925;GO:0005887;GO:0045121;GO:0005902;GO:0005886;GO:0043235;GO:0005524;GO:0042802;GO:0004672;GO:0004712;GO:0004713;GO:0038023;GO:0004714;GO:0001525;GO:0007267;GO:0060216;GO:0001935;GO:0072012;GO:0007507;GO:0060347;GO:0016525;GO:0043066;GO:2000352;GO:0050728;GO:0018108;GO:2000251;GO:0045766;GO:0010595;GO:0001938;GO:0070374;GO:0051894;GO:1902533;GO:0033674;GO:0043410;GO:0043552;GO:0014068;GO:0051897;GO:0001934;GO:0046777;GO:2000351;GO:0032878;GO:0043114;GO:0007165;GO:0002040;GO:0034446;GO:0048014;GO:0007169	PGEN_.00g006170
